2022-07-26 14:31:53.224323 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-26 14-31-52.txt'. [7.16 ms]
2022-07-26 14:31:53.264175 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-26 14:31:53.432730 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-07-26 14:31:53.432730 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-26 14:31:53.463052 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-26 14:31:53.478640 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [40.2 ms]
2022-07-26 14:31:53.571075 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-26 14:31:53.683084 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-26 14:31:53.929316 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [436 ms]
2022-07-26 14:31:54.350746 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [863 ms]
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-07-26 14:31:54.351742 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-07-26 14:31:54.352742 ; PluginManager  ; Debug       ; Searched 38 Assemblies. [865 ms]
2022-07-26 14:31:54.381663 ; PluginManager  ; Debug       ; Loaded OpenTap. [1.13 ms]
2022-07-26 14:31:54.447487 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [613 us]
2022-07-26 14:31:54.458458 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [18.7 ms]
2022-07-26 14:31:54.478415 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [37.6 ms]
2022-07-26 14:31:54.554971 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [15.2 ms]
2022-07-26 14:31:54.781366 ; PluginManager  ; Debug       ; Loaded mscorlib. [1.50 us]
2022-07-26 14:31:55.157332 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [1.22 s]
2022-07-26 14:31:55.529280 ; GUI            ; Debug       ; Loaded Light Theme. [40.5 ms]
2022-07-26 14:31:55.565196 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-07-26 14:31:56.070215 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [253 ms]
2022-07-26 14:31:56.070215 ; Main           ; Debug       ; Window initial dimensions: 1934px, 1054px.
2022-07-26 14:31:56.144020 ; Settings       ; Debug       ; EngineSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [67.5 ms]
2022-07-26 14:31:56.153992 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.63 ms]
2022-07-26 14:31:56.218717 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-07-26 14-31-56.txt'. [34.9 ms]
2022-07-26 14:31:56.823102 ; Main           ; Debug       ; GUI initialized. [749 ms]
2022-07-26 14:31:56.823102 ; Main           ; Debug       ; Docking manager initialized. [84.4 us]
2022-07-26 14:31:56.826092 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 07/26/2022 [4.16 s]
2022-07-26 14:31:56.900628 ; PluginManager  ; Debug       ; Loaded PackageManager. [446 us]
2022-07-26 14:31:56.901624 ; PluginManager  ; Debug       ; Loaded Editor. [39.7 us]
2022-07-26 14:31:56.917939 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [16.5 ms]
