2023-02-08 10:49:09.856702 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\PackageManager 2023-02-08 10-49-09.txt'. [9.44 ms]
2023-02-08 10:49:09.870669 ; Session        ; Debug       ; Running '"C:\Users\Jonatan\AppData\Local\Temp\gscly01g.jlq\PackageManager.exe" --isolated --force --target "C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug" ' in 'C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2023-02-08 10:49:09.905906 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2023-02-08 10:49:09.905906 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2023-02-08 10:49:09.925481 ; AssemblyFinder ; Debug       ; Found 12/40 assembly files. [12.5 ms]
2023-02-08 10:49:09.937449 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2023-02-08 10:49:09.959657 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Jonatan\AppData\Local\Temp\gscly01g.jlq\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2023-02-08 10:49:09.967846 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in C:\Users\Jonatan\AppData\Local\Temp\gscly01g.jlq\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2023-02-08 10:49:09.988710 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\Jonatan\AppData\Local\Temp\gscly01g.jlq\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2023-02-08 10:49:10.148287 ; Searcher       ; Debug       ; Ordered 12 assemblies according to references. [214 ms]
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found 9 plugin assemblies containing 215 plugin types. [386 ms]
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2023-02-08 10:49:10.316889 ; PluginManager  ; Debug       ; Searched 12 Assemblies. [387 ms]
2023-02-08 10:49:10.355770 ; PluginManager  ; Debug       ; Loaded OpenTap. [361 us]
2023-02-08 10:49:10.355770 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [512 us]
2023-02-08 10:49:10.358764 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [6.75 ms]
2023-02-08 10:49:10.395624 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [198 us]
2023-02-08 10:49:10.507325 ; PluginManager  ; Debug       ; Loaded mscorlib. [600 ns]
2023-02-08 10:49:10.776608 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [641 ms]
2023-02-08 10:49:10.803534 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=4.0.1.9, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Users\Jonatan\AppData\Local\Temp\gscly01g.jlq\Dependencies\Keysight.Ccl.Wsl.4.0.1.9\Keysight.Ccl.Wsl.dll
2023-02-08 10:49:10.829465 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in C:\Users\Jonatan\AppData\Local\Temp\gscly01g.jlq\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2023-02-08 10:49:11.085452 ; GUI            ; Debug       ; Loaded Light Theme. [22.5 ms]
2023-02-08 10:49:11.102764 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 02/08/2023 [1.59 s]
2023-02-08 10:49:11.180240 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.74 ms]
