2022-07-28 12:58:01.023699 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-28 12-58-00.txt'. [6.81 ms]
2022-07-28 12:58:01.178330 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-28 12:58:01.335917 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-07-28 12:58:01.335917 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-28 12:58:01.357858 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-28 12:58:01.364840 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [20.2 ms]
2022-07-28 12:58:01.401743 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-28 12:58:01.601644 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-28 12:58:01.872930 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [503 ms]
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [866 ms]
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-07-28 12:58:02.234986 ; PluginManager  ; Debug       ; Searched 38 Assemblies. [867 ms]
2022-07-28 12:58:02.279863 ; PluginManager  ; Debug       ; Loaded OpenTap. [534 us]
2022-07-28 12:58:02.289837 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [7.44 ms]
2022-07-28 12:58:02.295821 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [13.5 ms]
2022-07-28 12:58:02.297816 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [969 us]
2022-07-28 12:58:02.356661 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [17.4 ms]
2022-07-28 12:58:02.507266 ; PluginManager  ; Debug       ; Loaded mscorlib. [900 ns]
2022-07-28 12:58:02.745241 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [802 ms]
2022-07-28 12:58:03.019519 ; GUI            ; Debug       ; Loaded Light Theme. [19.6 ms]
2022-07-28 12:58:03.111280 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-07-28 12:58:03.380767 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [154 ms]
2022-07-28 12:58:03.380767 ; Main           ; Debug       ; Window initial dimensions: 1934px, 1054px.
2022-07-28 12:58:03.418673 ; Settings       ; Debug       ; EngineSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [34.6 ms]
2022-07-28 12:58:03.419704 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.12 ms]
2022-07-28 12:58:03.447469 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-07-28 12-58-03.txt'. [7.79 ms]
2022-07-28 12:58:03.907958 ; Main           ; Debug       ; GUI initialized. [525 ms]
2022-07-28 12:58:03.907958 ; Main           ; Debug       ; Docking manager initialized. [55.9 us]
2022-07-28 12:58:03.909954 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 07/28/2022 [3.44 s]
2022-07-28 12:58:03.955707 ; PluginManager  ; Debug       ; Loaded PackageManager. [379 us]
2022-07-28 12:58:03.955707 ; PluginManager  ; Debug       ; Loaded Editor. [28.2 us]
2022-07-28 12:58:03.964995 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [9.00 ms]
2022-07-28 12:58:03.973972 ; PluginManager  ; Debug       ; Loaded RunExplorer. [9.03 ms]
2022-07-28 12:58:03.976989 ; Settings       ; Debug       ; ConnectionSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Connections.xml [1.45 ms]
