2022-07-25 07:57:46.628815 ; Session        ; Debug       ; Session log loaded as 'D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-25 07-57-44.txt'. [20.3 ms]
2022-07-25 07:57:46.695115 ; Session        ; Debug       ; Running '"D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-25 07:57:46.788386 ; Session        ; Debug       ; Microsoft Windows 10.0.19043 X64
2022-07-25 07:57:46.788386 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-25 07:57:47.155546 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-25 07:57:47.279076 ; AssemblyFinder ; Debug       ; Found 30/85 assembly files. [196 ms]
2022-07-25 07:57:47.348895 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-07-25 07:57:47.495496 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-25 07:57:47.618167 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-25 07:57:47.940306 ; Searcher       ; Debug       ; Ordered 28 assemblies according to references. [598 ms]
2022-07-25 07:57:48.350906 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 265 plugin types. [1.01 s]
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-07-25 07:57:48.360878 ; PluginManager  ; Debug       ; Searched 30 Assemblies. [1.02 s]
2022-07-25 07:57:48.439704 ; PluginManager  ; Debug       ; Loaded OpenTap. [1.24 ms]
2022-07-25 07:57:48.456623 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [845 us]
2022-07-25 07:57:48.925369 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [426 ms]
2022-07-25 07:57:49.038067 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [557 ms]
2022-07-25 07:57:49.276430 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [55.3 ms]
2022-07-25 07:57:49.498834 ; PluginManager  ; Debug       ; Loaded mscorlib. [1.20 us]
2022-07-25 07:57:49.973564 ; Settings       ; Debug       ; EditorSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [2.04 s]
2022-07-25 07:57:50.055347 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2022-07-25 07:57:50.637084 ; GUI            ; Debug       ; Loaded Light Theme. [54.5 ms]
2022-07-25 07:57:50.697630 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-07-25 07:57:51.337921 ; Settings       ; Debug       ; GuiControlsSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [378 ms]
2022-07-25 07:57:51.337921 ; Main           ; Debug       ; Window initial dimensions: 1920px, 1040px.
2022-07-25 07:57:51.408726 ; Settings       ; Debug       ; EngineSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [65.5 ms]
2022-07-25 07:57:51.430670 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [3.15 ms]
2022-07-25 07:57:51.432664 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2022-07-25 07:57:51.472803 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-07-25 07-57-51.txt'. [8.64 ms]
2022-07-25 07:57:53.104191 ; Main           ; Debug       ; GUI initialized. [1.76 s]
2022-07-25 07:57:53.104415 ; Main           ; Debug       ; Docking manager initialized. [297 us]
2022-07-25 07:57:53.111173 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 07/25/2022 [8.92 s]
2022-07-25 07:57:53.299730 ; PluginManager  ; Debug       ; Loaded PackageManager. [1.20 ms]
2022-07-25 07:57:53.300666 ; PluginManager  ; Debug       ; Loaded Editor. [87.7 us]
2022-07-25 07:57:53.325985 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [25.5 ms]
2022-07-25 07:57:53.351530 ; PluginManager  ; Debug       ; Loaded RunExplorer. [21.2 ms]
2022-07-25 07:57:53.358512 ; Settings       ; Debug       ; ConnectionSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Connections.xml [4.09 ms]
2022-07-25 07:57:53.361507 ; Settings       ; Debug       ; DutSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\DUTs.xml [2.32 ms]
2022-07-25 07:57:53.558974 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.LedsGo. [182 ms]
2022-07-25 07:57:53.589892 ; Settings       ; Debug       ; InstrumentSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Instruments.xml [228 ms]
2022-07-25 07:57:53.601870 ; Settings       ; Debug       ; ResultSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Results.xml [12.0 ms]
