2022-12-01 16:43:38.896181 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\Editor 2022-12-01 16-43-38.txt'. [6.33 ms]
2022-12-01 16:43:38.918291 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-12-01 16:43:38.964627 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-12-01 16:43:38.964627 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-12-01 16:43:38.996008 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-12-01 16:43:39.004422 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [34.9 ms]
2022-12-01 16:43:39.051209 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-12-01 16:43:39.102083 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-12-01 16:43:39.269659 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [257 ms]
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [364 ms]
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-12-01 16:43:39.364482 ; PluginManager  ; Debug       ; Searched 38 Assemblies. [365 ms]
2022-12-01 16:43:39.413507 ; PluginManager  ; Debug       ; Loaded OpenTap. [1.06 ms]
2022-12-01 16:43:39.416874 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [546 us]
2022-12-01 16:43:39.432503 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [12.4 ms]
2022-12-01 16:43:39.438909 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [13.8 ms]
2022-12-01 16:43:39.469371 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [6.94 ms]
2022-12-01 16:43:39.564330 ; PluginManager  ; Debug       ; Loaded mscorlib. [600 ns]
2022-12-01 16:43:39.743293 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [596 ms]
2022-12-01 16:43:40.004445 ; GUI            ; Debug       ; Loaded Light Theme. [24.5 ms]
2022-12-01 16:43:40.083234 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-12-01 16:43:40.532638 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [208 ms]
2022-12-01 16:43:40.532638 ; Main           ; Debug       ; Window initial dimensions: 1934px, 1054px.
2022-12-01 16:43:40.565464 ; Settings       ; Debug       ; EngineSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [36.7 ms]
2022-12-01 16:43:40.579482 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.40 ms]
2022-12-01 16:43:40.609379 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-12-01 16-43-40.txt'. [6.16 ms]
2022-12-01 16:43:41.339645 ; Main           ; Debug       ; GUI initialized. [804 ms]
2022-12-01 16:43:41.340998 ; Main           ; Debug       ; Docking manager initialized. [125 us]
2022-12-01 16:43:41.342996 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 12/01/2022 [2.77 s]
2022-12-01 16:43:41.385081 ; PluginManager  ; Debug       ; Loaded PackageManager. [557 us]
2022-12-01 16:43:41.385081 ; PluginManager  ; Debug       ; Loaded Editor. [33.6 us]
2022-12-01 16:43:41.392328 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [8.91 ms]
2022-12-01 16:43:41.403585 ; PluginManager  ; Debug       ; Loaded RunExplorer. [8.44 ms]
2022-12-01 16:43:41.408216 ; Settings       ; Debug       ; ConnectionSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Connections.xml [2.42 ms]
2022-12-01 16:43:41.409211 ; Settings       ; Debug       ; DutSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\DUTs.xml [1.03 ms]
2022-12-01 16:43:41.422955 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.LedsGo. [6.61 ms]
2022-12-01 16:43:41.430324 ; Settings       ; Debug       ; InstrumentSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Instruments.xml [20.8 ms]
2022-12-01 16:43:41.431904 ; Settings       ; Debug       ; ResultSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Results.xml [1.65 ms]
2022-12-01 16:43:42.817516 ; Settings       ; Debug       ; PanelSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Panels.xml [3.49 ms]
2022-12-01 16:43:42.915298 ; Main           ; Debug       ; Application startup finished. [4.34 s]
2022-12-01 16:43:43.057586 ; Main           ; Information ; Latest version of 'Keysight Licensing' is 1.3, your version is 1.1. Please consider updating. [1.71 s]
2022-12-01 16:43:43.057586 ; Main           ; Information ; Latest version of 'OpenTAP' is 9.19, your version is 9.17. Please consider updating. [1.71 s]
2022-12-01 16:43:43.057586 ; Main           ; Debug       ; Update check complete. [1.71 s]
2022-12-01 16:43:54.321179 ; Main           ; Debug       ; Loaded Test plan C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTapPrograms\SIDDALI\SIDDALI500.TapPlan [645 ms]
2022-12-01 16:45:02.003976 ; TestPlan       ; Information ; -----------------------------------------------------------------
2022-12-01 16:45:02.080774 ; TestPlan       ; Information ; Starting TestPlan 'SIDDALI500' on 12/01/2022 16:45:02, 20 of 25 TestSteps enabled.
2022-12-01 16:45:02.186492 ; TestPlan       ; Debug       ; Saved Test Plan XML [15.4 ms]
2022-12-01 16:45:02.195601 ; Settings       ; Debug       ; No settings file exists for TestPlanRunPackageParameterMonitor. A new instance with default values has been created. [253 us]
2022-12-01 16:45:04.379485 ; TestPlan       ; Information ; Waiting for resources to open:
2022-12-01 16:45:04.379701 ; TestPlan       ; Information ; Waiting for resources to open:
2022-12-01 16:45:04.379701 ; TestPlan       ; Information ; Waiting for resources to open:
2022-12-01 16:45:04.399433 ; Labjack        ; Error       ; Failed to open device.
2022-12-01 16:45:04.430874 ; TestPlan       ; Error       ; PrePlanRun of '48V nr DUT afleggen begin FIO2' failed with message 'Error while opening resource "Labjack"'.
2022-12-01 16:45:04.434337 ; TestPlan       ; Debug       ; Exception: Error while opening resource "Labjack"
2022-12-01 16:45:04.434634 ; TestPlan       ; Debug       ;   Inner exception: LJME_DEVICE_NOT_FOUND
2022-12-01 16:45:04.442317 ; TestPlan       ; Debug       ;     bij LedsGo.Instruments.LabJackInstrument.Open() in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\Instruments\LabJackInstrument.cs:regel 201
2022-12-01 16:45:04.442317 ; TestPlan       ; Debug       ;     bij System.Threading.Tasks.Task.Execute()
2022-12-01 16:45:04.442317 ; TestPlan       ; Debug       ;     --- Einde van stacktracering vanaf vorige locatie waar uitzondering is opgetreden ---
2022-12-01 16:45:04.442317 ; TestPlan       ; Debug       ;     bij System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
2022-12-01 16:45:04.442317 ; TestPlan       ; Debug       ;     bij System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
2022-12-01 16:45:04.442317 ; TestPlan       ; Debug       ;     bij OpenTap.ResourceTaskManager.<OpenResource>d__10.MoveNext()
2022-12-01 16:45:04.445308 ; TestPlan       ; Debug       ; Exception caught at:
2022-12-01 16:45:04.457276 ; TestPlan       ; Debug       ;     at failState execTestPlan(OpenTap.TestPlanRun, System.Collections.Generic.IList`1[OpenTap.ITestStep])
2022-12-01 16:45:04.457276 ; TestPlan       ; Debug       ;     at OpenTap.TestPlanRun DoExecute(System.Collections.Generic.IEnumerable`1[OpenTap.IResultListener], System.Collections.Generic.IEnumerable`1[OpenTap.ResultParameter], System.Collections.Generic.HashSet`1[OpenTap.ITestStep])
2022-12-01 16:45:04.457276 ; TestPlan       ; Debug       ;     at OpenTap.TestPlanRun executeInContext(System.Collections.Generic.IEnumerable`1[OpenTap.IResultListener], System.Collections.Generic.IEnumerable`1[OpenTap.ResultParameter], System.Collections.Generic.HashSet`1[OpenTap.ITestStep])
2022-12-01 16:45:04.457276 ; TestPlan       ; Debug       ;     at Void g()
2022-12-01 16:45:04.457276 ; TestPlan       ; Debug       ;     ...
2022-12-01 16:45:04.457276 ; TestPlan       ; Error       ; Aborting TestPlan.
2022-12-01 16:45:04.458277 ; TestPlan       ; Debug       ; "48V nr DUT afleggen begin FIO2" PrePlanRun completed. [30.6 ms]
2022-12-01 16:45:04.458277 ; TestPlan       ; Debug       ; PrePlanRun Methods completed [35.2 ms]
2022-12-01 16:45:04.463260 ; TestPlan       ; Debug       ; "48V nr DUT afleggen begin FIO2" PostPlanRun completed. [579 us]
2022-12-01 16:45:04.464261 ; TestPlan       ; Error       ; Failed to open resource (LJME_DEVICE_NOT_FOUND)
2022-12-01 16:45:04.464766 ; TestPlan       ; Debug       ; Exception: Error while opening resource "Labjack"
2022-12-01 16:45:04.464766 ; TestPlan       ; Debug       ;   Inner exception: LJME_DEVICE_NOT_FOUND
2022-12-01 16:45:04.464766 ; TestPlan       ; Debug       ;     bij LedsGo.Instruments.LabJackInstrument.Open() in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\Instruments\LabJackInstrument.cs:regel 201
2022-12-01 16:45:04.464766 ; TestPlan       ; Debug       ;     bij System.Threading.Tasks.Task.Execute()
2022-12-01 16:45:04.464766 ; TestPlan       ; Debug       ;     --- Einde van stacktracering vanaf vorige locatie waar uitzondering is opgetreden ---
2022-12-01 16:45:04.464766 ; TestPlan       ; Debug       ;     bij System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
2022-12-01 16:45:04.464766 ; TestPlan       ; Debug       ;     bij System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
