2023-02-08 08:00:19.586933 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\Editor 2023-02-08 08-00-19.txt'. [5.84 ms]
2023-02-08 08:00:19.598901 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2023-02-08 08:00:19.624832 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2023-02-08 08:00:19.624832 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2023-02-08 08:00:19.644777 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2023-02-08 08:00:19.651758 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [22.6 ms]
2023-02-08 08:00:19.682675 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2023-02-08 08:00:19.706612 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2023-02-08 08:00:19.807342 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [150 ms]
2023-02-08 08:00:19.905618 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [249 ms]
2023-02-08 08:00:19.905618 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
