2022-07-27 16:00:37.948760 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-27 16-00-37.txt'. [16.6 ms]
2022-07-27 16:00:38.020343 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-27 16:00:38.157978 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-07-27 16:00:38.157978 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-27 16:00:38.199865 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-27 16:00:38.208844 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [40.9 ms]
2022-07-27 16:00:38.271676 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-27 16:00:38.377873 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-27 16:00:38.696005 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [475 ms]
2022-07-27 16:00:39.158019 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [938 ms]
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-07-27 16:00:39.158775 ; PluginManager  ; Debug       ; Searched 38 Assemblies. [940 ms]
2022-07-27 16:00:39.243556 ; PluginManager  ; Debug       ; Loaded OpenTap. [1.49 ms]
2022-07-27 16:00:39.289487 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [38.7 ms]
2022-07-27 16:00:39.290456 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [36.2 ms]
2022-07-27 16:00:39.293430 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [656 us]
2022-07-27 16:00:39.351260 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [19.9 ms]
2022-07-27 16:00:39.585698 ; PluginManager  ; Debug       ; Loaded mscorlib. [1.40 us]
2022-07-27 16:00:39.951661 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [1.22 s]
2022-07-27 16:00:40.307713 ; GUI            ; Debug       ; Loaded Light Theme. [44.3 ms]
2022-07-27 16:00:40.347606 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-07-27 16:00:40.865299 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [283 ms]
2022-07-27 16:00:40.865299 ; Main           ; Debug       ; Window initial dimensions: 1934px, 1054px.
2022-07-27 16:00:40.953066 ; Settings       ; Debug       ; EngineSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [83.5 ms]
2022-07-27 16:00:40.956057 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [2.12 ms]
2022-07-27 16:00:41.016894 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-07-27 16-00-40.txt'. [13.8 ms]
2022-07-27 16:00:41.687075 ; Main           ; Debug       ; GUI initialized. [819 ms]
2022-07-27 16:00:41.687075 ; Main           ; Debug       ; Docking manager initialized. [73.6 us]
2022-07-27 16:00:41.691060 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 07/27/2022 [4.30 s]
2022-07-27 16:00:41.760112 ; PluginManager  ; Debug       ; Loaded PackageManager. [1.02 ms]
2022-07-27 16:00:41.760875 ; PluginManager  ; Debug       ; Loaded Editor. [84.8 us]
2022-07-27 16:00:41.778991 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [17.6 ms]
2022-07-27 16:00:41.795781 ; PluginManager  ; Debug       ; Loaded RunExplorer. [16.5 ms]
2022-07-27 16:00:41.801805 ; Settings       ; Debug       ; ConnectionSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Connections.xml [3.19 ms]
2022-07-27 16:00:41.802804 ; Settings       ; Debug       ; DutSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\DUTs.xml [1.17 ms]
2022-07-27 16:00:41.845651 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.LedsGo. [34.5 ms]
2022-07-27 16:00:41.860611 ; Settings       ; Debug       ; InstrumentSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Instruments.xml [57.6 ms]
2022-07-27 16:00:41.870582 ; Settings       ; Debug       ; ResultSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Results.xml [9.75 ms]
2022-07-27 16:00:42.319700 ; Main           ; Information ; Latest version of 'Keysight Licensing' is 1.2, your version is 1.1. Please consider updating. [627 ms]
2022-07-27 16:00:42.319700 ; Main           ; Information ; Latest version of 'OpenTAP' is 9.18, your version is 9.17. Please consider updating. [627 ms]
2022-07-27 16:00:42.319700 ; Main           ; Debug       ; Update check complete. [627 ms]
2022-07-27 16:00:43.817701 ; Settings       ; Debug       ; PanelSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Panels.xml [4.60 ms]
2022-07-27 16:00:46.005781 ; Main           ; Debug       ; Application startup finished. [8.61 s]
2022-07-27 16:01:07.307026 ; Main           ; Debug       ; Loaded Test plan C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTapPrograms\SIDDALI.TapPlan [1.02 s]
2022-07-27 16:01:08.636040 ; TestPlan       ; Information ; -----------------------------------------------------------------
2022-07-27 16:01:08.698576 ; TestPlan       ; Information ; Starting TestPlan 'SIDDALI' on 07/27/2022 16:01:08, 22 of 22 TestSteps enabled.
2022-07-27 16:01:08.829227 ; TestPlan       ; Debug       ; Saved Test Plan XML [10.7 ms]
2022-07-27 16:01:08.835212 ; Settings       ; Debug       ; No settings file exists for TestPlanRunPackageParameterMonitor. A new instance with default values has been created. [498 us]
2022-07-27 16:01:11.038762 ; TestPlan       ; Information ; Waiting for resources to open:
2022-07-27 16:01:11.040813 ; TestPlan       ; Information ; Waiting for resources to open:
2022-07-27 16:01:11.818142 ; Labjack        ; Information ; Resource "Labjack" opened. [2.83 s]
2022-07-27 16:01:11.850057 ; TestPlan       ; Debug       ; "48V nr DUT afleggen begin FIO2" PrePlanRun completed. [3.74 ms]
2022-07-27 16:01:11.850057 ; TestPlan       ; Debug       ; "DALI afleggen FIO4" PrePlanRun completed. [890 us]
2022-07-27 16:01:11.850057 ; TestPlan       ; Debug       ; "48V inschakelen FIO6" PrePlanRun completed. [110 us]
2022-07-27 16:01:11.850057 ; TestPlan       ; Debug       ; "48V nr DUT aanleggen FIO2" PrePlanRun completed. [76.9 us]
2022-07-27 16:01:11.850902 ; TestPlan       ; Debug       ; "Spanningen controleren \ 3V3 Meten AIN1" PrePlanRun completed. [47.6 us]
2022-07-27 16:01:11.850902 ; TestPlan       ; Debug       ; "Stromen controleren \ DUT nt kortgesloten AIN0" PrePlanRun completed. [52.5 us]
2022-07-27 16:01:11.850902 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Top EIO3" PrePlanRun completed. [32.8 us]
2022-07-27 16:01:11.850902 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Mid EIO1" PrePlanRun completed. [36.1 us]
2022-07-27 16:01:11.850902 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Bot CIO2" PrePlanRun completed. [34.4 us]
2022-07-27 16:01:11.850902 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 500mA Ok AIN4" PrePlanRun completed. [32.3 us]
2022-07-27 16:01:11.850902 ; TestPlan       ; Debug       ; "Simuleer LED1 \ DALI aanleggen FIO4" PrePlanRun completed. [59.0 us]
2022-07-27 16:01:11.851891 ; TestPlan       ; Debug       ; "Simuleer LED1 \ Stroom door de diodes meten LED1 AIN4 \ ChildDAQ" PrePlanRun completed. [453 us]
2022-07-27 16:01:11.851891 ; TestPlan       ; Debug       ; "Simuleer LED1 \ Stroom door de diodes meten LED1 AIN4" PrePlanRun completed. [525 us]
2022-07-27 16:01:11.851891 ; TestPlan       ; Debug       ; "48V naar DUT afleggen einde FIO2" PrePlanRun completed. [1.73 ms]
2022-07-27 16:01:11.851891 ; TestPlan       ; Debug       ; PrePlanRun Methods completed [9.28 ms]
2022-07-27 16:01:11.873833 ; TestPlan       ; Information ; "48V nr DUT afleggen begin FIO2" started.
2022-07-27 16:01:11.883860 ; TestStep       ; Debug       ; FIO2set to: Low
2022-07-27 16:01:11.894776 ; TestPlan       ; Information ; "48V nr DUT afleggen begin FIO2" completed with verdict 'Pass'. [19.1 ms]
2022-07-27 16:01:11.895773 ; TestPlan       ; Information ; "DALI afleggen FIO4" started.
2022-07-27 16:01:11.897802 ; TestStep       ; Debug       ; FIO4set to: Low
