2022-07-20 14:03:07.768083 ; Session        ; Debug       ; Session log loaded as 'D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-20 14-03-07.txt'. [13.2 ms]
2022-07-20 14:03:07.809973 ; Session        ; Debug       ; Running '"D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-20 14:03:07.907712 ; Session        ; Debug       ; Microsoft Windows 10.0.19043 X64
2022-07-20 14:03:07.907712 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-20 14:03:07.944616 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-20 14:03:07.970543 ; AssemblyFinder ; Debug       ; Found 30/85 assembly files. [38.0 ms]
2022-07-20 14:03:08.071273 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.5.0.0, Culture=neutral, PublicKeyToken=null in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2022-07-20 14:03:08.077266 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-20 14:03:08.108176 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-20 14:03:08.400395 ; Searcher       ; Debug       ; Ordered 28 assemblies according to references. [424 ms]
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 265 plugin types. [770 ms]
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-07-20 14:03:08.744994 ; PluginManager  ; Debug       ; Searched 30 Assemblies. [771 ms]
2022-07-20 14:03:08.768931 ; PluginManager  ; Debug       ; Loaded OpenTap. [833 us]
2022-07-20 14:03:08.820793 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [304 us]
2022-07-20 14:03:08.908556 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [133 ms]
2022-07-20 14:03:09.070127 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [294 ms]
2022-07-20 14:03:09.174846 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [46.6 ms]
2022-07-20 14:03:09.347386 ; PluginManager  ; Debug       ; Loaded mscorlib. [900 ns]
2022-07-20 14:03:09.724764 ; Settings       ; Debug       ; EditorSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [1.27 s]
2022-07-20 14:03:09.737722 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2022-07-20 14:03:10.096139 ; GUI            ; Debug       ; Loaded Light Theme. [59.8 ms]
2022-07-20 14:03:10.139024 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-07-20 14:03:10.606362 ; Settings       ; Debug       ; GuiControlsSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [274 ms]
2022-07-20 14:03:10.606362 ; Main           ; Debug       ; Window initial dimensions: 1934px, 1054px.
2022-07-20 14:03:10.641264 ; Settings       ; Debug       ; EngineSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [32.9 ms]
2022-07-20 14:03:10.642262 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.00 ms]
2022-07-20 14:03:10.649243 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.1.1.0, Culture=neutral, PublicKeyToken=null in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2022-07-20 14:03:10.673180 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-07-20 14-03-10.txt'. [3.59 ms]
2022-07-20 14:03:11.225704 ; Main           ; Debug       ; GUI initialized. [617 ms]
2022-07-20 14:03:11.225704 ; Main           ; Debug       ; Docking manager initialized. [75.1 us]
2022-07-20 14:03:11.227698 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 07/20/2022 [3.94 s]
2022-07-20 14:03:11.269588 ; PluginManager  ; Debug       ; Loaded PackageManager. [402 us]
2022-07-20 14:03:11.270586 ; PluginManager  ; Debug       ; Loaded Editor. [26.5 us]
2022-07-20 14:03:11.276569 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [6.18 ms]
2022-07-20 14:03:11.284548 ; PluginManager  ; Debug       ; Loaded RunExplorer. [7.77 ms]
2022-07-20 14:03:11.287541 ; Settings       ; Debug       ; ConnectionSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Connections.xml [1.53 ms]
2022-07-20 14:03:11.288538 ; Settings       ; Debug       ; DutSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\DUTs.xml [734 us]
2022-07-20 14:03:11.311476 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.LedsGo. [19.0 ms]
2022-07-20 14:03:11.319456 ; Settings       ; Debug       ; InstrumentSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Instruments.xml [30.8 ms]
2022-07-20 14:03:11.319456 ; Settings       ; Debug       ; ResultSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Results.xml [802 us]
2022-07-20 14:03:11.489187 ; Main           ; Warning     ; Recovery test plan detected.
2022-07-20 14:03:11.759752 ; Main           ; Information ; Latest version of 'Keysight Licensing' is 1.2, your version is 1.1. Please consider updating. [530 ms]
2022-07-20 14:03:11.759752 ; Main           ; Information ; Latest version of 'PathWave License Manager' is 2.5, your version is 2.4. Please consider updating. [530 ms]
2022-07-20 14:03:11.759752 ; Main           ; Information ; Latest version of 'OpenTAP' is 9.18, your version is 9.17. Please consider updating. [530 ms]
2022-07-20 14:03:11.759752 ; Main           ; Debug       ; Update check complete. [530 ms]
2022-07-20 14:03:12.319588 ; Resolver       ; Debug       ; Found match for Keysight.Kal.Licensing.Api, Version=4.0.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\Keysight.Kal.Licensing.Api.4.0.0\Keysight.Kal.Licensing.Api.dll
2022-07-20 14:03:12.418323 ; KAL            ; Debug       ; KAL signature verified. [68.1 ms]
2022-07-20 14:03:12.441263 ; KAL Process    ; Debug       ; Initialized [90.0 ms]
2022-07-20 14:03:12.447461 ; KAL            ; Debug       ; Initialized [99.4 ms]
2022-07-20 14:03:13.432400 ; Settings       ; Debug       ; PanelSettings loaded from D:\OneDrive - Page Computers\Engineering\Projecten\Opentap_LedsGo\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Panels.xml [2.50 ms]
2022-07-20 14:03:14.267970 ; Main           ; Debug       ; Application startup finished. [6.98 s]
2022-07-20 14:15:20.346211 ; TestPlan       ; Information ; -----------------------------------------------------------------
2022-07-20 14:15:20.408046 ; TestPlan       ; Information ; Starting TestPlan 'testLabJack' on 07/20/2022 14:15:20, 6 of 6 TestSteps enabled.
2022-07-20 14:15:20.480855 ; TestPlan       ; Debug       ; Saved Test Plan XML [3.73 ms]
2022-07-20 14:15:20.492818 ; Settings       ; Debug       ; No settings file exists for TestPlanRunPackageParameterMonitor. A new instance with default values has been created. [291 us]
2022-07-20 14:15:20.697278 ; Labjack        ; Information ; Resource "Labjack" opened. [127 ms]
2022-07-20 14:15:20.719214 ; TestPlan       ; Debug       ; "48V inschakelen via FIO6. (FIO6 = 0 => ON) " PrePlanRun completed. [3.02 ms]
2022-07-20 14:15:20.719214 ; TestPlan       ; Debug       ; "48V meten via AIN8" PrePlanRun completed. [606 us]
2022-07-20 14:15:20.719214 ; TestPlan       ; Debug       ; "3V3 inschakelen (FIO4 = 0 => ON) " PrePlanRun completed. [43.3 us]
2022-07-20 14:15:20.719214 ; TestPlan       ; Debug       ; "3V3 meten" PrePlanRun completed. [20.6 us]
2022-07-20 14:15:20.719214 ; TestPlan       ; Debug       ; "3V3 uitschakelen (FIO4 = 1 => OFF)" PrePlanRun completed. [19.0 us]
2022-07-20 14:15:20.719214 ; TestPlan       ; Debug       ; "48V uitschakelen (FIO6 = 1 => OFF)" PrePlanRun completed. [16.6 us]
2022-07-20 14:15:20.719214 ; TestPlan       ; Debug       ; PrePlanRun Methods completed [5.44 ms]
2022-07-20 14:15:20.739160 ; TestPlan       ; Information ; "48V inschakelen via FIO6. (FIO6 = 0 => ON) " started.
2022-07-20 14:15:20.750130 ; TestStep       ; Debug       ; FIO6set to: Low
