2022-07-27 14:38:42.224624 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-27 14-38-41.txt'. [11.4 ms]
2022-07-27 14:38:42.263577 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-27 14:38:42.314440 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-07-27 14:38:42.314440 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-27 14:38:42.369324 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-27 14:38:42.374282 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [25.2 ms]
2022-07-27 14:38:42.407193 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-27 14:38:42.464041 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-27 14:38:42.612645 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [233 ms]
2022-07-27 14:38:42.804135 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [426 ms]
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-07-27 14:38:42.805133 ; PluginManager  ; Debug       ; Searched 38 Assemblies. [427 ms]
2022-07-27 14:38:42.821090 ; PluginManager  ; Debug       ; Loaded OpenTap. [765 us]
2022-07-27 14:38:42.867963 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [13.2 ms]
2022-07-27 14:38:42.888908 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [24.0 ms]
2022-07-27 14:38:42.888908 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [245 us]
2022-07-27 14:38:42.970690 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [43.3 ms]
2022-07-27 14:38:43.140237 ; PluginManager  ; Debug       ; Loaded mscorlib. [800 ns]
2022-07-27 14:38:43.428473 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [806 ms]
2022-07-27 14:38:43.634916 ; GUI            ; Debug       ; Loaded Light Theme. [17.8 ms]
2022-07-27 14:38:43.656858 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-07-27 14:38:43.997948 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [195 ms]
2022-07-27 14:38:43.997948 ; Main           ; Debug       ; Window initial dimensions: 1934px, 1054px.
2022-07-27 14:38:44.039836 ; Settings       ; Debug       ; EngineSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [40.8 ms]
2022-07-27 14:38:44.045822 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.72 ms]
2022-07-27 14:38:44.078745 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-07-27 14-38-44.txt'. [5.66 ms]
2022-07-27 14:38:44.553118 ; Main           ; Debug       ; GUI initialized. [554 ms]
2022-07-27 14:38:44.553118 ; Main           ; Debug       ; Docking manager initialized. [51.5 us]
2022-07-27 14:38:44.556077 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 07/27/2022 [2.69 s]
2022-07-27 14:38:44.591647 ; PluginManager  ; Debug       ; Loaded PackageManager. [439 us]
2022-07-27 14:38:44.592608 ; PluginManager  ; Debug       ; Loaded Editor. [61.5 us]
2022-07-27 14:38:44.601583 ; PluginManager  ; Debug       ; Loaded ResultsViewer. [9.30 ms]
2022-07-27 14:38:44.610557 ; PluginManager  ; Debug       ; Loaded RunExplorer. [8.22 ms]
2022-07-27 14:38:44.613552 ; Settings       ; Debug       ; ConnectionSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Connections.xml [1.37 ms]
2022-07-27 14:38:44.613552 ; Settings       ; Debug       ; DutSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\DUTs.xml [634 us]
2022-07-27 14:38:44.628486 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.LedsGo. [10.6 ms]
2022-07-27 14:38:44.634474 ; Settings       ; Debug       ; InstrumentSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Bench\Default\Instruments.xml [20.2 ms]
2022-07-27 14:38:44.635471 ; Settings       ; Debug       ; ResultSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Results.xml [977 us]
2022-07-27 14:38:45.011172 ; Main           ; Information ; Latest version of 'Keysight Licensing' is 1.2, your version is 1.1. Please consider updating. [454 ms]
2022-07-27 14:38:45.011172 ; Main           ; Information ; Latest version of 'OpenTAP' is 9.18, your version is 9.17. Please consider updating. [454 ms]
2022-07-27 14:38:45.011172 ; Main           ; Debug       ; Update check complete. [454 ms]
2022-07-27 14:38:45.828821 ; Settings       ; Debug       ; PanelSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Panels.xml [2.52 ms]
2022-07-27 14:38:46.882999 ; Main           ; Debug       ; Application startup finished. [5.01 s]
2022-07-27 14:38:49.302575 ; Main           ; Debug       ; Loaded Test plan C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTapPrograms\TX48ED9.TapPlan [774 ms]
2022-07-27 14:38:56.879445 ; TestPlan       ; Information ; -----------------------------------------------------------------
2022-07-27 14:38:56.909709 ; TestPlan       ; Information ; Starting TestPlan 'TX48ED9' on 07/27/2022 14:38:56, 33 of 36 TestSteps enabled.
2022-07-27 14:38:56.980519 ; TestPlan       ; Debug       ; Saved Test Plan XML [8.07 ms]
2022-07-27 14:38:56.982512 ; Settings       ; Debug       ; No settings file exists for TestPlanRunPackageParameterMonitor. A new instance with default values has been created. [126 us]
2022-07-27 14:38:59.860924 ; Labjack        ; Information ; Resource "Labjack" opened. [2.81 s]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48V nr DUT afleggen begin FIO2" PrePlanRun completed. [2.34 ms]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "DALI afleggen FIO4" PrePlanRun completed. [455 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "DIM uitschakelen EIO6" PrePlanRun completed. [21.3 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48V inschakelen FIO6" PrePlanRun completed. [18.9 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48V nr DUT aanleggen FIO2" PrePlanRun completed. [16.5 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "Spanningen controleren \ 48V Meten AIN8" PrePlanRun completed. [14.1 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "Spanningen controleren \ 3V3 Meten AIN1" PrePlanRun completed. [249 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "Stromen controleren \ DUT nt kortgesloten AIN0" PrePlanRun completed. [13.4 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "Stromen controleren \ DIM inschakelen EIO6" PrePlanRun completed. [23.0 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "Stromen controleren \ 200uA Meten AIN12" PrePlanRun completed. [15.5 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "Stromen controleren \ DIM uitschakelen EIO6" PrePlanRun completed. [16.6 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "DALI \ DALI aanleggen FIO4" PrePlanRun completed. [11.7 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "DALI \ Stroom door de diodes meten LED1 AIN4 \ ChildDAQ" PrePlanRun completed. [193 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "DALI \ Stroom door de diodes meten LED1 AIN4" PrePlanRun completed. [219 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "DALI \ DALI afleggen FIO4" PrePlanRun completed. [24.6 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "DALI \ 48V naar DUT afleggen FIO2" PrePlanRun completed. [21.0 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48VMOD \ 48V nr DUT aanleggen FIO2" PrePlanRun completed. [19.3 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48VMOD \ 500mA OK AIN4" PrePlanRun completed. [24.9 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48VMOD \ DIM nr GND EIO6" PrePlanRun completed. [15.7 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48VMOD \ 0mA OK AIN4" PrePlanRun completed. [19.7 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48VMOD \ DIM nt nr GND EIO6" PrePlanRun completed. [15.2 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48VMOD \ 500mA OK AIN4" PrePlanRun completed. [16.4 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; "48V naar DUT afleggen einde FIO2" PrePlanRun completed. [837 us]
2022-07-27 14:38:59.878879 ; TestPlan       ; Debug       ; PrePlanRun Methods completed [5.65 ms]
2022-07-27 14:38:59.889888 ; TestPlan       ; Information ; "48V nr DUT afleggen begin FIO2" started.
2022-07-27 14:38:59.896160 ; TestStep       ; Debug       ; FIO2set to: Low
2022-07-27 14:38:59.902146 ; TestPlan       ; Information ; "48V nr DUT afleggen begin FIO2" completed with verdict 'Pass'. [10.6 ms]
2022-07-27 14:38:59.902146 ; TestPlan       ; Information ; "DALI afleggen FIO4" started.
2022-07-27 14:38:59.904177 ; TestStep       ; Debug       ; FIO4set to: Low
2022-07-27 14:38:59.904177 ; TestPlan       ; Information ; "DALI afleggen FIO4" completed with verdict 'Pass'. [1.21 ms]
2022-07-27 14:38:59.904177 ; TestPlan       ; Information ; "DIM uitschakelen EIO6" started.
2022-07-27 14:38:59.905140 ; TestStep       ; Debug       ; EIO6set to: Low
