2022-07-27 13:38:13.587515 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-27 13-38-13.txt'. [12.3 ms]
2022-07-27 13:38:13.626413 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-27 13:38:13.706199 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-07-27 13:38:13.706199 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-27 13:38:13.739116 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-27 13:38:13.741146 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [28.0 ms]
2022-07-27 13:38:13.780003 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-27 13:38:13.849817 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-27 13:38:14.004408 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [257 ms]
2022-07-27 13:38:14.298625 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [553 ms]
2022-07-27 13:38:14.301618 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
