2022-07-28 11:37:43.971567 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-28 11-37-43.txt'. [16.7 ms]
2022-07-28 11:37:44.019437 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-28 11:37:44.063320 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-07-28 11:37:44.063320 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-28 11:37:44.120169 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-28 11:37:44.121167 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [20.2 ms]
2022-07-28 11:37:44.165049 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-28 11:37:44.232869 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-28 11:37:44.360529 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [234 ms]
2022-07-28 11:37:44.594905 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [470 ms]
2022-07-28 11:37:44.594905 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-07-28 11:37:44.594905 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-07-28 11:37:44.594905 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-07-28 11:37:44.594905 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-07-28 11:37:44.594905 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-07-28 11:37:44.594905 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-07-28 11:37:44.594905 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-07-28 11:37:44.595903 ; PluginManager  ; Debug       ; Searched 38 Assemblies. [471 ms]
2022-07-28 11:37:44.640783 ; PluginManager  ; Debug       ; Loaded OpenTap. [26.1 ms]
2022-07-28 11:37:44.699628 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [55.4 ms]
2022-07-28 11:37:44.705614 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [59.6 ms]
2022-07-28 11:37:44.705614 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [353 us]
2022-07-28 11:37:44.779416 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [38.7 ms]
2022-07-28 11:37:44.950960 ; PluginManager  ; Debug       ; Loaded mscorlib. [1.80 us]
2022-07-28 11:37:45.225229 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [838 ms]
2022-07-28 11:37:45.456616 ; GUI            ; Debug       ; Loaded Light Theme. [18.2 ms]
2022-07-28 11:37:45.484540 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-07-28 11:37:45.840592 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [187 ms]
2022-07-28 11:37:45.840592 ; Main           ; Debug       ; Window initial dimensions: 1934px, 1054px.
2022-07-28 11:37:45.870515 ; Settings       ; Debug       ; EngineSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [27.9 ms]
2022-07-28 11:37:45.877494 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [1.29 ms]
2022-07-28 11:37:45.948917 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-07-28 11-37-45.txt'. [53.7 ms]
2022-07-28 11:37:46.371659 ; Main           ; Debug       ; GUI initialized. [529 ms]
2022-07-28 11:37:46.371659 ; Main           ; Debug       ; Docking manager initialized. [62.6 us]
2022-07-28 11:37:46.373654 ; OpenTAP        ; Information ; OpenTAP version '9.17.4+ea67c63a' 64-bit initialized 07/28/2022 [2.77 s]
2022-07-28 11:37:46.425517 ; PluginManager  ; Debug       ; Loaded PackageManager. [805 us]
2022-07-28 11:37:46.425517 ; PluginManager  ; Debug       ; Loaded Editor. [43.8 us]
