2022-07-26 14:49:26.691576 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-07-26 14-49-26.txt'. [13.9 ms]
2022-07-26 14:49:26.747423 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-07-26 14:49:26.863113 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-07-26 14:49:26.863113 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-07-26 14:49:26.908994 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-07-26 14:49:26.949882 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [79.7 ms]
2022-07-26 14:49:27.035604 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-07-26 14:49:27.162266 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-07-26 14:49:27.445508 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [480 ms]
2022-07-26 14:49:27.839709 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [877 ms]
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-07-26 14:49:27.840453 ; PluginManager  ; Debug       ; Searched 38 Assemblies. [882 ms]
2022-07-26 14:49:27.875421 ; PluginManager  ; Debug       ; Loaded OpenTap. [751 us]
2022-07-26 14:49:27.980080 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [278 us]
2022-07-26 14:49:28.059865 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [79.9 ms]
2022-07-26 14:49:28.070837 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [90.9 ms]
2022-07-26 14:49:28.127691 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [14.0 ms]
2022-07-26 14:49:28.349291 ; PluginManager  ; Debug       ; Loaded mscorlib. [800 ns]
2022-07-26 14:49:28.698306 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [1.25 s]
2022-07-26 14:49:29.206951 ; GUI            ; Debug       ; Loaded Light Theme. [37.4 ms]
2022-07-26 14:49:29.239859 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
2022-07-26 14:49:29.738744 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [280 ms]
2022-07-26 14:49:29.738744 ; Main           ; Debug       ; Window initial dimensions: 1934px, 1054px.
2022-07-26 14:49:29.804616 ; Settings       ; Debug       ; EngineSettings loaded from C:\Engineering\Projecten\LedsGo\versie5Knop\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Engine.xml [62.1 ms]
2022-07-26 14:49:29.816536 ; Settings       ; Debug       ; No settings file exists for PackageManagerSettings. A new instance with default values has been created. [2.56 ms]
2022-07-26 14:49:29.901481 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2022-07-26 14-49-29.txt'. [39.5 ms]
