2022-08-01 10:44:36.647349 ; Session        ; Debug       ; Session log loaded as 'C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\SessionLogs\editor 2022-08-01 10-44-35.txt'. [13.3 ms]
2022-08-01 10:44:36.691592 ; Session        ; Debug       ; Running '"C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\editor.exe" ' in 'C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug'.
2022-08-01 10:44:36.887712 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-08-01 10:44:36.887712 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-08-01 10:44:36.940573 ; Session        ; Debug       ; OpenTAP Engine 9.17.4+ea67c63a X64
2022-08-01 10:44:36.943675 ; AssemblyFinder ; Debug       ; Found 38/93 assembly files. [140 ms]
2022-08-01 10:44:37.021008 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-08-01 10:44:37.128074 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-08-01 10:44:37.439488 ; Searcher       ; Debug       ; Ordered 34 assemblies according to references. [484 ms]
2022-08-01 10:44:37.823231 ; PluginManager  ; Debug       ; Found 18 plugin assemblies containing 267 plugin types. [870 ms]
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Package.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 1.1.1.0          of Keysight.OpenTap.Licensing.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Plugins.BasicSteps.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.Wpf.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of PackageManager.exe
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Editor.exe
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 0.1.0-Development of OpenTap.Plugins.LedsGo.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.11.0+98498e58  of Csv.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of ResultsViewer.exe
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of RunExplorer.exe
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+5e508f08  of Keysight.OpenTap.CommunityEditionPopup.exe
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 1.0.0            of OpenTap.OSIntegration.Windows.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.17.4+ea67c63a  of OpenTap.Sdk.New.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 9.4.2+3009aace   of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Found version 1.2.6+ef0ad804   of OpenTap.VSSdk.Installer.dll
2022-08-01 10:44:37.824227 ; PluginManager  ; Debug       ; Searched 38 Assemblies. [871 ms]
2022-08-01 10:44:37.865118 ; PluginManager  ; Debug       ; Loaded OpenTap. [1.63 ms]
2022-08-01 10:44:37.885066 ; PluginManager  ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [20.4 ms]
2022-08-01 10:44:37.897035 ; PluginManager  ; Debug       ; Loaded OpenTap.Package. [32.0 ms]
2022-08-01 10:44:37.929069 ; PluginManager  ; Debug       ; Loaded Keysight.OpenTap.Wpf. [400 us]
2022-08-01 10:44:37.966847 ; PluginManager  ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [22.7 ms]
2022-08-01 10:44:38.216300 ; PluginManager  ; Debug       ; Loaded mscorlib. [1.50 us]
2022-08-01 10:44:38.626097 ; Settings       ; Debug       ; EditorSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [1.17 s]
2022-08-01 10:44:38.946247 ; GUI            ; Debug       ; Loaded Light Theme. [37.1 ms]
2022-08-01 10:44:38.990148 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.60.0.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Dependencies\AvalonDock.4.60.0.0\AvalonDock.dll
